borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
37,Married,1,1,South,Degree,632,Employed,16.88,Salary,Reminders,1760000,950518.08,1.48,Default
36,Single,3,2,Central,Diploma,562,Self-employed,5.28,Salary,No Collectioneffort,4000000,3258304.22,0.32,Default
21,Single,3,0,North,Degree,602,Unemployed,11.15,Salary,Notices,4000000,3311054.44,1.54,Default
40,Single,2,0,South,Degree,553,Self-employed,19.73,Salary,No Collectioneffort,4000000,3348933.24,1.18,Default
28,Married,2,0,North,Diploma,695,Unemployed,18.15,Salary,Calls,2000000,684547.46,1.9,Default
20,Single,1,4,South,Degree,678,Employed,17.9,Voluntary,No Collectioneffort,4000000,3914174.53,0.24,Default
31,Single,2,2,North,Diploma,635,Employed,3.01,Salary,No Collectioneffort,4000000,1257170.0,1.03,No Default
25,Single,3,1,Central,Degree,594,Employed,16.57,Salary,Reminders,4000000,3715442.96,1.58,Default
23,Married,3,5,North,Diploma,635,Employed,4.35,Salary,Calls,2000000,1979740.23,1.38,Default
26,Single,3,2,Central,Diploma,564,Employed,19.62,Salary,No Collectioneffort,1760000,1141833.65,1.87,Default
39,Divorced,2,5,South,Degree,622,Employed,18.71,Salary,Notices,4000000,3890750.8,0.8,Default
29,Single,5,2,Central,Degree,761,Self-employed,17.6,Salary,Calls,1760000,212289.63,1.31,No Default
24,Divorced,3,0,North,Degree,659,Unemployed,13.41,Salary,No Collectioneffort,2000000,1031072.77,1.8,Default
28,Married,2,2,North,Diploma,769,Employed,4.62,Salary,Reminders,1760000,1513640.37,1.09,No Default
38,Single,1,0,North,Degree,558,Unemployed,8.24,Voluntary,No Collectioneffort,4000000,699153.22,0.79,Default
40,Single,3,1,South,Diploma,640,Employed,18.35,Salary,No Collectioneffort,2000000,904665.0,0.71,Default
35,Married,3,1,North,Degree,595,Unemployed,16.52,Salary,Calls,2000000,1526998.93,1.73,Default
17,Married,3,0,Central,Degree,620,Self-employed,5.16,Voluntary,Notices,2000000,1907920.85,1.69,Default
32,Married,4,0,North,Degree,649,Employed,15.59,Salary,No Collectioneffort,880000,160375.34,1.64,No Default
38,Single,4,1,North,Degree,627,Unemployed,15.91,Voluntary,No Collectioneffort,2000000,206978.94,0.11,Default
33,Divorced,4,3,North,Diploma,594,Employed,10.11,Salary,Calls,4000000,987375.43,0.63,No Default
34,Divorced,1,0,North,Degree,622,Self-employed,13.17,Salary,No Collectioneffort,4000000,817257.9,1.36,No Default
27,Married,2,0,Central,Degree,601,Employed,11.71,Voluntary,Reminders,4000000,1491602.72,0.94,No Default
34,Married,2,3,North,Degree,664,Unemployed,17.6,Salary,Calls,1760000,1638965.88,1.52,Default
23,Married,3,1,South,Degree,695,Unemployed,6.73,Salary,No Collectioneffort,2000000,967273.02,1.26,Default
34,Single,2,5,South,Diploma,709,Self-employed,3.12,Salary,Calls,880000,507645.43,0.95,Default
24,Single,4,1,Central,Degree,658,Unemployed,4.42,Voluntary,No Collectioneffort,1760000,1147109.62,0.86,Default
22,Married,2,3,South,Degree,647,Employed,4.89,Voluntary,No Collectioneffort,4000000,2650377.82,0.25,No Default
23,Married,2,0,South,Degree,574,Employed,15.2,Voluntary,No Collectioneffort,2000000,1830345.12,1.19,Default
39,Single,2,0,South,Degree,645,Self-employed,18.93,Voluntary,No Collectioneffort,880000,581883.23,0.66,Default
38,Married,2,4,North,Degree,661,Self-employed,11.74,Voluntary,Calls,1760000,1021331.24,1.99,Default
26,Married,2,4,North,Degree,633,Employed,11.11,Voluntary,Notices,4000000,1468496.94,1.94,No Default
27,Single,2,2,South,Diploma,591,Self-employed,10.61,Salary,Notices,1760000,431542.31,0.13,No Default
29,Single,1,3,Central,Degree,688,Employed,7.87,Salary,Notices,4000000,2297371.39,0.9,No Default
25,Married,3,0,Central,Degree,608,Self-employed,12.72,Voluntary,Reminders,4000000,2633622.31,0.91,Default
23,Single,2,3,North,Degree,694,Self-employed,6.48,Voluntary,Notices,2000000,1713730.99,0.35,No Default
25,Single,1,1,Central,Degree,690,Self-employed,7.13,Salary,No Collectioneffort,4000000,2258037.04,0.25,No Default
29,Single,2,1,South,Degree,543,Unemployed,17.0,Voluntary,Notices,880000,654882.6,0.67,Default
19,Single,5,1,North,Degree,691,Unemployed,12.19,Voluntary,Notices,4000000,2347317.05,1.01,Default
19,Married,3,0,Central,Degree,640,Self-employed,10.26,Voluntary,No Collectioneffort,1760000,630038.16,1.35,Default
17,Married,6,2,South,Degree,567,Self-employed,6.53,Salary,No Collectioneffort,2000000,353709.94,1.27,Default
37,Married,3,0,South,Diploma,619,Self-employed,12.16,Voluntary,No Collectioneffort,1760000,274973.66,0.57,No Default
36,Married,5,2,North,Degree,698,Self-employed,5.3,Voluntary,No Collectioneffort,4000000,3451378.76,0.57,Default
18,Divorced,2,0,Central,Diploma,650,Employed,14.06,Voluntary,Reminders,2000000,1882533.0,1.65,Default
19,Single,2,2,South,Diploma,617,Employed,3.96,Salary,No Collectioneffort,1760000,1642208.56,1.45,Default
31,Single,3,0,North,Degree,655,Employed,17.91,Salary,No Collectioneffort,1760000,236072.89,1.24,No Default
40,Divorced,6,0,North,Degree,642,Self-employed,12.26,Salary,Calls,880000,368619.05,1.54,Default
22,Divorced,4,0,North,Degree,589,Self-employed,13.88,Voluntary,No Collectioneffort,880000,385138.43,0.67,Default
29,Single,3,0,South,Degree,588,Self-employed,8.63,Salary,Reminders,880000,102073.97,0.36,No Default
37,Single,1,0,Central,Diploma,660,Self-employed,6.06,Voluntary,Calls,4000000,3875003.39,1.85,Default
17,Married,2,0,North,Diploma,681,Self-employed,17.35,Voluntary,Calls,1760000,1495911.65,0.6,Default
36,Single,1,1,Central,Diploma,629,Unemployed,6.59,Voluntary,Notices,1760000,1497890.17,0.45,Default
35,Married,2,0,Central,Degree,662,Employed,13.83,Salary,No Collectioneffort,4000000,3095288.61,0.34,No Default
17,Single,2,5,North,Degree,610,Employed,10.12,Voluntary,Calls,4000000,3987638.64,0.24,Default
37,Single,2,0,North,Degree,743,Employed,13.9,Voluntary,Notices,1760000,538793.1,1.24,No Default
38,Married,4,2,South,Degree,649,Unemployed,3.01,Salary,Reminders,4000000,1165041.77,0.92,No Default
18,Divorced,2,1,Central,Diploma,558,Employed,8.49,Voluntary,No Collectioneffort,2000000,1035146.87,0.17,Default
31,Married,2,2,North,Degree,598,Self-employed,11.34,Salary,Notices,1760000,1102733.0,0.23,Default
30,Single,2,0,North,Degree,634,Employed,9.59,Voluntary,No Collectioneffort,4000000,1764389.78,1.56,No Default
35,Divorced,2,0,North,Degree,701,Employed,18.12,Voluntary,No Collectioneffort,4000000,3737796.54,0.46,Default
27,Married,2,3,South,Degree,682,Employed,18.04,Voluntary,No Collectioneffort,880000,813151.56,1.85,Default
31,Single,2,1,Central,Degree,616,Employed,13.35,Voluntary,No Collectioneffort,4000000,1115142.34,1.31,No Default
22,Single,5,1,North,Degree,571,Self-employed,3.32,Salary,Calls,2000000,323166.39,0.94,Default
36,Single,2,1,North,Diploma,638,Unemployed,3.27,Voluntary,No Collectioneffort,4000000,3854576.45,1.37,Default
25,Married,1,1,South,Degree,615,Unemployed,16.02,Salary,No Collectioneffort,4000000,3045351.33,1.39,Default
21,Married,3,3,South,Diploma,639,Self-employed,11.2,Salary,No Collectioneffort,4000000,702766.33,1.35,Default
36,Single,2,2,South,Diploma,646,Self-employed,17.56,Salary,Notices,4000000,584821.01,1.33,No Default
18,Single,2,1,North,Degree,663,Employed,17.18,Voluntary,Notices,1760000,1178101.16,0.81,Default
22,Single,2,3,North,Degree,642,Employed,13.08,Voluntary,Notices,880000,563944.22,1.8,Default
34,Married,1,1,North,Diploma,541,Employed,13.01,Voluntary,No Collectioneffort,4000000,3073082.16,1.99,Default
39,Single,3,2,South,Degree,662,Employed,11.99,Salary,Calls,1760000,1090622.34,1.9,No Default
35,Single,4,4,North,Diploma,671,Self-employed,4.83,Salary,Notices,2000000,1555100.46,1.29,Default
25,Divorced,2,1,Central,Degree,620,Self-employed,19.06,Salary,Notices,4000000,3584547.89,0.51,Default
37,Married,3,3,South,Degree,580,Unemployed,6.47,Voluntary,Reminders,880000,418938.2,1.66,Default
40,Single,2,2,North,Degree,676,Employed,16.34,Salary,Reminders,4000000,1637869.08,0.07,Default
22,Married,2,1,North,Degree,635,Employed,9.01,Salary,No Collectioneffort,880000,230440.26,1.48,No Default
30,Single,2,3,North,Degree,608,Unemployed,6.94,Voluntary,Notices,1760000,859097.71,0.72,Default
40,Married,3,0,South,Degree,655,Self-employed,8.1,Voluntary,No Collectioneffort,880000,587002.55,1.04,Default
29,Married,1,2,Central,Diploma,702,Employed,6.48,Voluntary,No Collectioneffort,1760000,1013579.0,1.97,No Default
27,Married,3,0,North,Degree,624,Self-employed,16.24,Voluntary,Notices,1760000,1350601.34,1.35,Default
28,Married,3,0,Central,Degree,637,Employed,19.38,Salary,No Collectioneffort,2000000,531084.06,0.31,No Default
35,Single,4,2,South,Diploma,633,Employed,4.06,Salary,No Collectioneffort,4000000,3426582.34,0.44,No Default
35,Married,1,1,North,Degree,587,Employed,16.94,Salary,Notices,4000000,1121731.62,0.75,No Default
37,Single,1,0,South,Diploma,645,Employed,8.04,Salary,Calls,4000000,3887008.83,0.41,No Default
35,Single,1,5,Central,Degree,731,Employed,3.21,Salary,Notices,880000,737076.79,0.91,No Default
40,Divorced,5,1,North,Degree,561,Self-employed,10.69,Salary,No Collectioneffort,2000000,1846945.56,0.61,Default
29,Married,4,2,Central,Degree,638,Employed,10.86,Voluntary,Notices,2000000,1600874.53,0.03,No Default
30,Divorced,4,1,South,Degree,690,Employed,11.75,Salary,No Collectioneffort,2000000,248150.27,0.92,No Default
40,Single,3,0,North,Diploma,591,Self-employed,6.81,Salary,No Collectioneffort,4000000,3914943.24,1.85,Default
34,Married,3,2,South,Degree,659,Employed,19.05,Salary,Notices,4000000,2274415.98,1.27,Default
28,Single,2,1,Central,Degree,693,Employed,12.6,Voluntary,No Collectioneffort,4000000,2120239.3,0.29,No Default
20,Married,4,1,South,Diploma,574,Employed,19.85,Salary,Calls,4000000,2235418.07,1.46,Default
26,Single,4,0,South,Degree,727,Unemployed,18.4,Salary,No Collectioneffort,4000000,2167121.52,0.54,Default
33,Single,2,0,North,Diploma,643,Self-employed,19.4,Salary,Calls,4000000,1111326.88,0.13,No Default
20,Single,2,4,South,Degree,628,Unemployed,12.82,Voluntary,No Collectioneffort,1760000,835626.37,1.89,Default
28,Married,3,0,North,Degree,573,Unemployed,12.57,Salary,No Collectioneffort,4000000,1847769.15,1.71,Default
29,Single,1,0,North,Degree,617,Self-employed,4.97,Salary,Reminders,4000000,2163142.77,0.59,No Default
20,Married,4,0,South,Degree,562,Self-employed,14.94,Salary,No Collectioneffort,880000,850613.79,1.54,Default
26,Single,2,4,North,Degree,544,Employed,17.45,Salary,No Collectioneffort,4000000,3012403.78,1.63,Default
19,Single,2,2,North,Degree,658,Self-employed,12.72,Salary,Notices,1760000,1356326.67,0.82,Default
31,Single,3,4,South,Degree,655,Unemployed,8.78,Salary,Notices,1760000,1396500.51,1.1,Default
18,Divorced,3,4,South,Degree,565,Self-employed,10.91,Voluntary,No Collectioneffort,1760000,1384396.32,1.92,Default
33,Single,2,4,Central,Degree,659,Employed,18.76,Salary,Notices,2000000,1945765.34,1.82,Default
22,Single,5,1,Central,Degree,584,Self-employed,18.18,Salary,No Collectioneffort,880000,854906.61,1.36,Default
24,Married,6,1,North,Degree,657,Unemployed,5.5,Voluntary,No Collectioneffort,4000000,409823.33,1.59,No Default
19,Single,3,3,North,Diploma,674,Self-employed,18.75,Voluntary,Notices,4000000,1875507.33,1.58,Default
34,Married,3,1,North,Degree,544,Self-employed,9.31,Salary,No Collectioneffort,1760000,976084.06,0.64,Default
38,Single,3,0,South,Degree,647,Employed,12.28,Salary,Calls,4000000,3229657.19,0.22,No Default
17,Married,3,1,North,Degree,681,Self-employed,11.82,Salary,Calls,4000000,444378.92,1.25,No Default
32,Single,5,2,Central,Degree,592,Employed,14.25,Voluntary,No Collectioneffort,1760000,1600178.11,1.11,Default
23,Married,2,0,North,Diploma,632,Employed,11.42,Voluntary,No Collectioneffort,1760000,490204.72,0.85,No Default
19,Married,1,3,Central,Degree,689,Employed,10.47,Voluntary,No Collectioneffort,4000000,868859.25,0.05,No Default
39,Married,5,3,Central,Degree,630,Unemployed,17.87,Salary,Notices,4000000,1880127.68,0.6,Default
20,Married,2,0,Central,Degree,701,Self-employed,4.56,Voluntary,Calls,2000000,1083875.15,0.37,Default
25,Divorced,3,0,North,Degree,720,Self-employed,8.6,Salary,No Collectioneffort,1760000,981915.69,0.84,No Default
21,Single,2,0,North,Diploma,718,Employed,9.23,Voluntary,No Collectioneffort,4000000,972428.41,1.94,No Default
35,Single,5,1,Central,Diploma,623,Unemployed,9.69,Voluntary,Notices,1760000,236622.87,0.47,No Default
31,Married,4,1,Central,Degree,596,Employed,8.54,Salary,Reminders,880000,108817.32,0.09,No Default
24,Married,5,1,North,Diploma,680,Employed,10.45,Voluntary,Calls,1760000,1729626.93,0.08,Default
22,Single,5,4,South,Degree,642,Employed,13.63,Salary,Calls,880000,115625.77,0.65,No Default
34,Married,1,0,North,Degree,644,Employed,10.17,Salary,Reminders,4000000,1068142.88,0.02,No Default
35,Single,2,2,Central,Degree,746,Employed,9.79,Voluntary,No Collectioneffort,2000000,1708052.52,0.61,No Default
40,Married,3,1,North,Degree,641,Employed,18.76,Salary,Calls,1760000,1312560.05,1.15,Default
31,Married,4,2,South,Degree,613,Unemployed,17.64,Voluntary,No Collectioneffort,1760000,495004.84,1.08,Default
23,Married,2,1,North,Diploma,487,Employed,9.75,Salary,No Collectioneffort,4000000,3398077.72,0.84,Default
26,Single,5,1,North,Diploma,595,Unemployed,16.48,Voluntary,Calls,4000000,2703877.88,0.66,Default
22,Married,2,0,South,Degree,634,Employed,7.49,Voluntary,No Collectioneffort,2000000,1478915.22,1.94,Default
30,Married,4,0,South,Degree,694,Self-employed,11.76,Salary,Notices,1760000,1476613.14,0.08,No Default
33,Single,3,1,South,Diploma,719,Employed,8.55,Salary,Notices,2000000,935707.79,0.91,No Default
25,Married,3,1,South,Degree,654,Self-employed,13.33,Voluntary,Calls,2000000,1332826.33,1.5,Default
35,Divorced,2,0,North,Degree,629,Employed,18.09,Salary,No Collectioneffort,4000000,3883478.55,0.83,Default
21,Single,1,3,Central,Degree,623,Unemployed,3.72,Salary,Notices,2000000,1241419.68,0.9,Default
39,Single,2,5,South,Degree,667,Self-employed,5.48,Salary,Notices,4000000,832400.34,0.58,No Default
23,Single,2,2,North,Degree,610,Employed,13.16,Voluntary,No Collectioneffort,1760000,686209.93,0.55,No Default
35,Married,3,0,Central,Degree,693,Employed,3.25,Salary,No Collectioneffort,2000000,1796090.27,0.56,No Default
36,Divorced,3,2,North,Degree,708,Self-employed,19.85,Voluntary,No Collectioneffort,1760000,814886.04,1.54,Default
23,Married,2,0,Central,Degree,711,Employed,6.53,Salary,Reminders,1760000,1749117.99,1.57,No Default
40,Single,2,2,Central,Diploma,577,Employed,4.38,Voluntary,No Collectioneffort,4000000,3948513.65,1.1,Default
18,Married,5,1,South,Degree,667,Unemployed,11.33,Salary,No Collectioneffort,880000,787523.36,1.2,Default
39,Married,4,0,South,Degree,639,Employed,9.52,Salary,No Collectioneffort,1760000,510251.94,0.55,No Default
32,Married,1,0,Central,Diploma,561,Employed,12.69,Salary,No Collectioneffort,4000000,3182374.8,1.12,Default
29,Single,4,1,North,Degree,646,Self-employed,8.74,Salary,Reminders,1760000,1058673.89,0.15,No Default
24,Married,6,2,South,Diploma,630,Self-employed,7.1,Voluntary,No Collectioneffort,1760000,1575335.17,0.96,Default
22,Married,5,0,North,Degree,626,Unemployed,9.62,Voluntary,No Collectioneffort,1760000,543701.56,1.36,Default
22,Single,4,0,Central,Degree,730,Self-employed,11.78,Salary,Calls,2000000,382019.88,0.93,No Default
25,Married,3,0,South,Diploma,573,Self-employed,17.64,Voluntary,No Collectioneffort,1760000,369326.6,1.84,Default
20,Divorced,2,2,North,Degree,646,Employed,4.91,Salary,No Collectioneffort,1760000,1387710.27,1.72,No Default
27,Single,3,1,South,Diploma,659,Unemployed,16.05,Salary,Calls,4000000,3133347.02,1.55,Default
21,Divorced,3,4,South,Degree,517,Self-employed,3.57,Voluntary,Notices,4000000,470599.03,0.57,Default
33,Single,2,2,North,Diploma,652,Self-employed,19.54,Salary,Calls,1760000,584509.61,1.4,No Default
36,Married,2,3,North,Degree,661,Self-employed,11.47,Voluntary,No Collectioneffort,2000000,1945331.87,1.36,Default
23,Single,2,0,North,Degree,691,Self-employed,3.73,Voluntary,No Collectioneffort,1760000,964450.82,1.09,No Default
31,Single,3,0,North,Diploma,510,Self-employed,6.38,Voluntary,Reminders,4000000,1725588.95,1.58,Default
31,Married,2,1,Central,Degree,647,Employed,13.09,Salary,No Collectioneffort,1760000,1450678.87,0.46,No Default
30,Married,3,0,North,Degree,625,Self-employed,3.71,Voluntary,No Collectioneffort,4000000,3016219.98,0.52,Default
29,Married,4,4,Central,Degree,667,Employed,13.43,Salary,Reminders,4000000,504441.84,1.91,No Default
27,Married,2,3,North,Degree,666,Unemployed,14.45,Voluntary,Reminders,1760000,441631.87,0.4,No Default
29,Married,5,0,Central,Degree,662,Employed,18.63,Salary,Calls,4000000,3957982.89,1.93,Default
38,Divorced,3,3,North,Degree,656,Unemployed,13.72,Salary,No Collectioneffort,2000000,961865.78,0.4,Default
40,Married,1,0,Central,Degree,646,Self-employed,13.65,Salary,No Collectioneffort,4000000,2528538.58,0.84,No Default
25,Single,1,0,Central,Degree,656,Employed,6.21,Voluntary,No Collectioneffort,1760000,887954.87,0.21,No Default
26,Single,2,0,South,Diploma,557,Unemployed,4.01,Salary,No Collectioneffort,4000000,1181284.0,0.77,Default
20,Single,2,1,Central,Degree,802,Employed,12.26,Salary,Reminders,4000000,3745730.79,0.16,Default
33,Married,4,3,Central,Diploma,682,Self-employed,4.57,Voluntary,No Collectioneffort,4000000,1349541.28,1.85,No Default
30,Single,3,0,Central,Diploma,733,Self-employed,9.17,Salary,Reminders,1760000,549218.9,0.59,No Default
40,Single,4,3,North,Degree,650,Self-employed,14.36,Salary,No Collectioneffort,1760000,777741.95,0.25,No Default
34,Single,3,0,South,Diploma,677,Employed,17.24,Salary,No Collectioneffort,4000000,2791929.61,0.94,Default
27,Married,2,6,North,Degree,569,Employed,7.75,Voluntary,No Collectioneffort,4000000,2332882.51,1.61,Default
32,Single,2,4,North,Degree,733,Self-employed,11.6,Voluntary,Notices,4000000,2351470.0,1.39,Default
17,Single,3,2,South,Degree,717,Employed,7.19,Salary,No Collectioneffort,4000000,3376539.1,0.08,No Default
23,Married,3,2,South,Degree,602,Self-employed,18.33,Salary,Calls,880000,598867.35,0.66,Default
26,Married,2,0,Central,Degree,619,Unemployed,10.23,Voluntary,Notices,1760000,695762.25,0.37,No Default
25,Single,5,0,North,Degree,641,Self-employed,14.06,Salary,No Collectioneffort,1760000,1563996.78,0.0,No Default
19,Married,3,1,South,Degree,670,Unemployed,9.42,Voluntary,Calls,2000000,787055.13,0.97,Default
38,Single,4,1,Central,Degree,639,Employed,5.13,Voluntary,Notices,2000000,429039.53,0.94,No Default
39,Divorced,3,2,North,Diploma,684,Unemployed,4.14,Voluntary,No Collectioneffort,4000000,1828040.97,1.01,Default
30,Single,2,0,North,Degree,662,Self-employed,18.42,Salary,Calls,4000000,1910515.59,1.04,Default
31,Divorced,3,2,North,Degree,663,Self-employed,12.52,Voluntary,No Collectioneffort,880000,319916.2,0.17,No Default
18,Divorced,2,2,North,Degree,651,Self-employed,7.7,Voluntary,No Collectioneffort,4000000,2601875.81,1.87,No Default
40,Married,3,0,North,Diploma,719,Unemployed,10.88,Salary,Notices,1760000,256702.46,0.09,No Default
30,Single,2,3,North,Degree,692,Unemployed,13.88,Salary,Calls,4000000,1713055.85,0.83,Default
32,Married,1,1,Central,Diploma,631,Unemployed,16.15,Voluntary,Notices,880000,125047.3,1.89,Default
